Record_ID,Location_Name,Location_Type,Country,ISO2,ISO3,Region,Admin1_Name,Latitude,Longitude,Timezone,Population,Population_Source,Population_Bamwor,Population_SimpleMaps,Population_Starting_List,Population_Size_Class,Capital_Classification,Country_GDP_Per_Capita_USD,Country_GDP_PPP_USD,OpenStreetMap_URL,Wikipedia_Search_URL,Image_Research_URL,Primary_Source,Starting_List_Included
372,Tashkent,City / administrative seat,Uzbekistan,UZ,UZB,Central Asia,Tashkent,41.264650,69.216270,Asia/Tashkent,"2,424,100",SimpleMaps,"1,978,028","2,424,100",,1–4.999 million,National capital,"10,500.00","379,989,000,000.00",https://www.openstreetmap.org/?mlat=41.264650&mlon=69.216270#map=10/41.264650/69.216270,https://en.wikipedia.org/w/index.php?search=Tashkent%2C+Uzbekistan,https://commons.wikimedia.org/w/index.php?search=Tashkent%2C+Uzbekistan&title=Special:MediaSearch&type=image,Bamwor Global Cities Public,FALSE
373,Ouagadougou,City / administrative seat,Burkina Faso,BF,BFA,Africa,Centre,12.365660,-1.533880,Africa/Ouagadougou,"2,415,266",Bamwor,"2,415,266","1,626,950",,1–4.999 million,National capital,"2,500.00","60,001,000,000.00",https://www.openstreetmap.org/?mlat=12.365660&mlon=-1.533880#map=10/12.365660/-1.533880,https://en.wikipedia.org/w/index.php?search=Ouagadougou%2C+Burkina+Faso,https://commons.wikimedia.org/w/index.php?search=Ouagadougou%2C+Burkina+Faso&title=Special:MediaSearch&type=image,Bamwor Global Cities Public,FALSE
374,Nagpur,City / administrative seat,India,IN,IND,South Asia,Maharashtra,21.146310,79.084910,Asia/Kolkata,"2,405,665",SimpleMaps,"2,405,665","2,405,665",,1–4.999 million,Lower-order administrative capital,"9,800.00","14,244,000,000,000.00",https://www.openstreetmap.org/?mlat=21.146310&mlon=79.084910#map=10/21.146310/79.084910,https://en.wikipedia.org/w/index.php?search=Nagpur%2C+India,https://commons.wikimedia.org/w/index.php?search=Nagpur%2C+India&title=Special:MediaSearch&type=image,Bamwor Global Cities Public,FALSE
375,Shangluo,City / administrative seat,China,CN,CHN,East and Southeast Asia,Shaanxi,33.866670,109.930560,Asia/Shanghai,"2,400,000",SimpleMaps,"531,696","2,400,000","2,041,231",1–4.999 million,Lower-order administrative capital,"23,800.00","33,598,000,000,000.00",https://www.openstreetmap.org/?mlat=33.866670&mlon=109.930560#map=10/33.866670/109.930560,https://en.wikipedia.org/w/index.php?search=Shangluo%2C+China,https://commons.wikimedia.org/w/index.php?search=Shangluo%2C+China&title=Special:MediaSearch&type=image,Bamwor Global Cities Public,TRUE
376,Jilin,City / administrative seat,China,CN,CHN,East and Southeast Asia,Jilin,43.846520,126.560800,Asia/Shanghai,"2,396,000",SimpleMaps,"1,895,865","2,396,000",,1–4.999 million,Lower-order administrative capital,"23,800.00","33,598,000,000,000.00",https://www.openstreetmap.org/?mlat=43.846520&mlon=126.560800#map=10/43.846520/126.560800,https://en.wikipedia.org/w/index.php?search=Jilin%2C+China,https://commons.wikimedia.org/w/index.php?search=Jilin%2C+China&title=Special:MediaSearch&type=image,Bamwor Global Cities Public,FALSE
377,Tijuana,City / administrative seat,Mexico,MX,MEX,North America,Baja California,32.502700,-117.003710,America/Tijuana,"2,384,609",SimpleMaps,"1,922,523","2,384,609",,1–4.999 million,Lower-order administrative capital,"22,000.00","2,883,000,000,000.00",https://www.openstreetmap.org/?mlat=32.502700&mlon=-117.003710#map=10/32.502700/-117.003710,https://en.wikipedia.org/w/index.php?search=Tijuana%2C+Mexico,https://commons.wikimedia.org/w/index.php?search=Tijuana%2C+Mexico&title=Special:MediaSearch&type=image,Bamwor Global Cities Public,FALSE
378,Ghaziabad,City / administrative seat,India,IN,IND,South Asia,Uttar Pradesh,28.665350,77.439150,Asia/Kolkata,"2,381,452",SimpleMaps,"1,199,191","2,381,452",,1–4.999 million,Lower-order administrative capital,"9,800.00","14,244,000,000,000.00",https://www.openstreetmap.org/?mlat=28.665350&mlon=77.439150#map=10/28.665350/77.439150,https://en.wikipedia.org/w/index.php?search=Ghaziabad%2C+India,https://commons.wikimedia.org/w/index.php?search=Ghaziabad%2C+India&title=Special:MediaSearch&type=image,Bamwor Global Cities Public,FALSE
379,Queens,City / administrative seat,United States,US,USA,North America,New York,40.681490,-73.836520,America/New_York,"2,316,841",Bamwor,"2,316,841","2,230,722",,1–4.999 million,Lower-order administrative capital,"75,500.00","25,676,000,000,000.00",https://www.openstreetmap.org/?mlat=40.681490&mlon=-73.836520#map=10/40.681490/-73.836520,https://en.wikipedia.org/w/index.php?search=Queens%2C+United+States,https://commons.wikimedia.org/w/index.php?search=Queens%2C+United+States&title=Special:MediaSearch&type=image,Bamwor Global Cities Public,FALSE
380,Perth,City / administrative seat,Australia,AU,AUS,Australia-Oceania,Western Australia,-31.952240,115.861400,Australia/Perth,"2,309,338",Bamwor,"2,309,338","2,059,484",,1–4.999 million,First-order administrative capital,"60,100.00","1,635,000,000,000.00",https://www.openstreetmap.org/?mlat=-31.952240&mlon=115.861400#map=10/-31.952240/115.861400,https://en.wikipedia.org/w/index.php?search=Perth%2C+Australia,https://commons.wikimedia.org/w/index.php?search=Perth%2C+Australia&title=Special:MediaSearch&type=image,Bamwor Global Cities Public,FALSE
381,Yuxi,City / administrative seat,China,CN,CHN,East and Southeast Asia,Yunnan,24.355000,102.542220,Asia/Shanghai,"2,303,518",SimpleMaps,"103,829","2,303,518","2,249,502",1–4.999 million,Lower-order administrative capital,"23,800.00","33,598,000,000,000.00",https://www.openstreetmap.org/?mlat=24.355000&mlon=102.542220#map=10/24.355000/102.542220,https://en.wikipedia.org/w/index.php?search=Yuxi%2C+China,https://commons.wikimedia.org/w/index.php?search=Yuxi%2C+China&title=Special:MediaSearch&type=image,Bamwor Global Cities Public,TRUE
382,Accra,City / administrative seat,Ghana,GH,GHA,Africa,Greater Accra,5.556020,-0.196900,Africa/Accra,"2,291,352",SimpleMaps,"1,963,264","2,291,352",,1–4.999 million,National capital,"7,100.00","243,124,000,000.00",https://www.openstreetmap.org/?mlat=5.556020&mlon=-0.196900#map=10/5.556020/-0.196900,https://en.wikipedia.org/w/index.php?search=Accra%2C+Ghana,https://commons.wikimedia.org/w/index.php?search=Accra%2C+Ghana&title=Special:MediaSearch&type=image,Bamwor Global Cities Public,FALSE
383,Yan'an,City / administrative seat,China,CN,CHN,East and Southeast Asia,Shaanxi,36.598890,109.491670,Asia/Shanghai,"2,282,581",Uploaded starting list,"475,234","2,150,000","2,282,581",1–4.999 million,Lower-order administrative capital,"23,800.00","33,598,000,000,000.00",https://www.openstreetmap.org/?mlat=36.598890&mlon=109.491670#map=10/36.598890/109.491670,https://en.wikipedia.org/w/index.php?search=Yan%27an%2C+China,https://commons.wikimedia.org/w/index.php?search=Yan%27an%2C+China&title=Special:MediaSearch&type=image,Bamwor Global Cities Public,TRUE
384,Changping,City / populated place,China,CN,CHN,Asia,Beijing,40.224800,116.194400,Asia/Shanghai,"2,269,487",Uploaded starting list,,"614,821","2,269,487",1–4.999 million,Not classified as capital,"23,800.00","33,598,000,000,000.00",https://www.openstreetmap.org/?mlat=40.224800&mlon=116.194400#map=10/40.224800/116.194400,https://en.wikipedia.org/w/index.php?search=Changping%2C+China,https://commons.wikimedia.org/w/index.php?search=Changping%2C+China&title=Special:MediaSearch&type=image,SimpleMaps world-cities community mirror,TRUE
385,Vancouver,City / populated place,Canada,CA,CAN,North America,British Columbia,49.249660,-123.119340,America/Vancouver,"2,264,823",SimpleMaps,"662,248","2,264,823",,1–4.999 million,Not classified as capital,"56,700.00","2,341,000,000,000.00",https://www.openstreetmap.org/?mlat=49.249660&mlon=-123.119340#map=10/49.249660/-123.119340,https://en.wikipedia.org/w/index.php?search=Vancouver%2C+Canada,https://commons.wikimedia.org/w/index.php?search=Vancouver%2C+Canada&title=Special:MediaSearch&type=image,Bamwor Global Cities Public,FALSE
386,Tangerang,City / populated place,Indonesia,ID,IDN,East and Southeast Asia,Banten,-6.178060,106.630000,Asia/Jakarta,"2,237,006",SimpleMaps,"1,912,679","2,237,006",,1–4.999 million,Not classified as capital,"14,500.00","4,102,000,000,000.00",https://www.openstreetmap.org/?mlat=-6.178060&mlon=106.630000#map=10/-6.178060/106.630000,https://en.wikipedia.org/w/index.php?search=Tangerang%2C+Indonesia,https://commons.wikimedia.org/w/index.php?search=Tangerang%2C+Indonesia&title=Special:MediaSearch&type=image,Bamwor Global Cities Public,FALSE
387,Laibin,City / administrative seat,China,CN,CHN,East and Southeast Asia,Guangxi,23.747430,109.222220,Asia/Shanghai,"2,233,900",Uploaded starting list,"910,282","2,099,711","2,233,900",1–4.999 million,Lower-order administrative capital,"23,800.00","33,598,000,000,000.00",https://www.openstreetmap.org/?mlat=23.747430&mlon=109.222220#map=10/23.747430/109.222220,https://en.wikipedia.org/w/index.php?search=Laibin%2C+China,https://commons.wikimedia.org/w/index.php?search=Laibin%2C+China&title=Special:MediaSearch&type=image,Bamwor Global Cities Public,TRUE
388,Konya,City / administrative seat,Türkiye,TR,TUR,Middle East,Konya,37.871350,32.484640,Europe/Istanbul,"2,232,374",SimpleMaps,"1,433,861","2,232,374",,1–4.999 million,First-order administrative capital,"35,300.00","3,018,000,000,000.00",https://www.openstreetmap.org/?mlat=37.871350&mlon=32.484640#map=10/37.871350/32.484640,https://en.wikipedia.org/w/index.php?search=Konya%2C+T%C3%BCrkiye,https://commons.wikimedia.org/w/index.php?search=Konya%2C+T%C3%BCrkiye&title=Special:MediaSearch&type=image,Bamwor Global Cities Public,FALSE
389,Kowloon,City section / populated-place subdivision,Hong Kong,HK,HKG,East and Southeast Asia,Kowloon City,22.316670,114.183330,Asia/Hong_Kong,"2,232,339",Bamwor,"2,232,339",,,1–4.999 million,Not classified as capital,"66,200.00","497,880,000,000.00",https://www.openstreetmap.org/?mlat=22.316670&mlon=114.183330#map=10/22.316670/114.183330,https://en.wikipedia.org/w/index.php?search=Kowloon%2C+Hong+Kong,https://commons.wikimedia.org/w/index.php?search=Kowloon%2C+Hong+Kong&title=Special:MediaSearch&type=image,Bamwor Global Cities Public,FALSE
390,Maracaibo,City / administrative seat,Venezuela,VE,VEN,South America,Zulia,10.642320,-71.610890,America/Caracas,"2,225,000",GeoNames,"1,752,602","1,551,539",,1–4.999 million,First-order administrative capital,"4,900.00","110,943,000,000.00",https://www.openstreetmap.org/?mlat=10.642320&mlon=-71.610890#map=10/10.642320/-71.610890,https://en.wikipedia.org/w/index.php?search=Maracaibo%2C+Venezuela,https://commons.wikimedia.org/w/index.php?search=Maracaibo%2C+Venezuela&title=Special:MediaSearch&type=image,Bamwor Global Cities Public,FALSE
391,Lubumbashi,City / administrative seat,Democratic Republic of the Congo,CD,COD,Africa,Haut-Katanga,-11.660890,27.479380,Africa/Lubumbashi,"2,221,925",Bamwor,"2,221,925","1,786,397",,1–4.999 million,First-order administrative capital,"1,500.00","164,367,000,000.00",https://www.openstreetmap.org/?mlat=-11.660890&mlon=27.479380#map=10/-11.660890/27.479380,https://en.wikipedia.org/w/index.php?search=Lubumbashi%2C+Democratic+Republic+of+the+Congo,https://commons.wikimedia.org/w/index.php?search=Lubumbashi%2C+Democratic+Republic+of+the+Congo&title=Special:MediaSearch&type=image,Bamwor Global Cities Public,FALSE
392,Adana,City / administrative seat,Türkiye,TR,TUR,Middle East,Adana,36.986150,35.325310,Europe/Istanbul,"2,220,125",SimpleMaps,"1,816,750","2,220,125",,1–4.999 million,First-order administrative capital,"35,300.00","3,018,000,000,000.00",https://www.openstreetmap.org/?mlat=36.986150&mlon=35.325310#map=10/36.986150/35.325310,https://en.wikipedia.org/w/index.php?search=Adana%2C+T%C3%BCrkiye,https://commons.wikimedia.org/w/index.php?search=Adana%2C+T%C3%BCrkiye&title=Special:MediaSearch&type=image,Bamwor Global Cities Public,FALSE
393,Manaus,City / administrative seat,Brazil,BR,BRA,South America,Amazonas,-3.101940,-60.025000,America/Manaus,"2,219,580",Bamwor,"2,219,580","1,802,014",,1–4.999 million,First-order administrative capital,"19,600.00","4,165,000,000,000.00",https://www.openstreetmap.org/?mlat=-3.101940&mlon=-60.025000#map=10/-3.101940/-60.025000,https://en.wikipedia.org/w/index.php?search=Manaus%2C+Brazil,https://commons.wikimedia.org/w/index.php?search=Manaus%2C+Brazil&title=Special:MediaSearch&type=image,Bamwor Global Cities Public,FALSE
394,Isfahan,City / administrative seat,Iran,IR,IRN,Middle East,Isfahan,32.652460,51.674620,Asia/Tehran,"2,219,343",Uploaded starting list,"1,547,164","1,756,126","2,219,343",1–4.999 million,First-order administrative capital,"16,200.00","1,486,000,000,000.00",https://www.openstreetmap.org/?mlat=32.652460&mlon=51.674620#map=10/32.652460/51.674620,https://en.wikipedia.org/w/index.php?search=Isfahan%2C+Iran,https://commons.wikimedia.org/w/index.php?search=Isfahan%2C+Iran&title=Special:MediaSearch&type=image,Bamwor Global Cities Public,TRUE
395,Sanmenxia,City / administrative seat,China,CN,CHN,East and Southeast Asia,Henan,34.780810,111.192870,Asia/Shanghai,"2,213,000",SimpleMaps,"669,307","2,213,000","2,034,872",1–4.999 million,Lower-order administrative capital,"23,800.00","33,598,000,000,000.00",https://www.openstreetmap.org/?mlat=34.780810&mlon=111.192870#map=10/34.780810/111.192870,https://en.wikipedia.org/w/index.php?search=Sanmenxia%2C+China,https://commons.wikimedia.org/w/index.php?search=Sanmenxia%2C+China&title=Special:MediaSearch&type=image,Bamwor Global Cities Public,TRUE
396,Lusaka,City / administrative seat,Zambia,ZM,ZMB,Africa,Lusaka Province,-15.406690,28.287130,Africa/Lusaka,"2,212,301",Bamwor,"2,212,301","1,742,979",,1–4.999 million,National capital,"3,700.00","79,207,000,000.00",https://www.openstreetmap.org/?mlat=-15.406690&mlon=28.287130#map=10/-15.406690/28.287130,https://en.wikipedia.org/w/index.php?search=Lusaka%2C+Zambia,https://commons.wikimedia.org/w/index.php?search=Lusaka%2C+Zambia&title=Special:MediaSearch&type=image,Bamwor Global Cities Public,FALSE
397,Ma'anshan,City / administrative seat,China,CN,CHN,East and Southeast Asia,Anhui,31.685790,118.510080,Asia/Shanghai,"2,202,899",SimpleMaps,"741,531","2,202,899","2,159,930",1–4.999 million,Lower-order administrative capital,"23,800.00","33,598,000,000,000.00",https://www.openstreetmap.org/?mlat=31.685790&mlon=118.510080#map=10/31.685790/118.510080,https://en.wikipedia.org/w/index.php?search=Ma%27anshan%2C+China,https://commons.wikimedia.org/w/index.php?search=Ma%27anshan%2C+China&title=Special:MediaSearch&type=image,Bamwor Global Cities Public,TRUE
398,Indore,City / populated place,India,IN,IND,South Asia,Madhya Pradesh,22.717920,75.833300,Asia/Kolkata,"2,201,927",SimpleMaps,"1,994,397","2,201,927",,1–4.999 million,Not classified as capital,"9,800.00","14,244,000,000,000.00",https://www.openstreetmap.org/?mlat=22.717920&mlon=75.833300#map=10/22.717920/75.833300,https://en.wikipedia.org/w/index.php?search=Indore%2C+India,https://commons.wikimedia.org/w/index.php?search=Indore%2C+India&title=Special:MediaSearch&type=image,Bamwor Global Cities Public,FALSE
399,Jincheng,City / administrative seat,China,CN,CHN,East and Southeast Asia,Shanxi,35.502220,112.832780,Asia/Shanghai,"2,194,545",Uploaded starting list,"476,945","2,120,000","2,194,545",1–4.999 million,Lower-order administrative capital,"23,800.00","33,598,000,000,000.00",https://www.openstreetmap.org/?mlat=35.502220&mlon=112.832780#map=10/35.502220/112.832780,https://en.wikipedia.org/w/index.php?search=Jincheng%2C+China,https://commons.wikimedia.org/w/index.php?search=Jincheng%2C+China&title=Special:MediaSearch&type=image,Bamwor Global Cities Public,TRUE
400,Shengli,City / administrative seat,China,CN,CHN,Asia,Shandong,37.450000,118.466700,Asia/Shanghai,"2,193,518",Uploaded starting list,,"1,790,000","2,193,518",1–4.999 million,Lower-order administrative capital,"23,800.00","33,598,000,000,000.00",https://www.openstreetmap.org/?mlat=37.450000&mlon=118.466700#map=10/37.450000/118.466700,https://en.wikipedia.org/w/index.php?search=Shengli%2C+China,https://commons.wikimedia.org/w/index.php?search=Shengli%2C+China&title=Special:MediaSearch&type=image,SimpleMaps world-cities community mirror,TRUE
401,Pingliang,City / administrative seat,China,CN,CHN,East and Southeast Asia,Gansu,35.539170,106.686110,Asia/Shanghai,"2,190,000",SimpleMaps,"504,848","2,190,000","2,068,033",1–4.999 million,Lower-order administrative capital,"23,800.00","33,598,000,000,000.00",https://www.openstreetmap.org/?mlat=35.539170&mlon=106.686110#map=10/35.539170/106.686110,https://en.wikipedia.org/w/index.php?search=Pingliang%2C+China,https://commons.wikimedia.org/w/index.php?search=Pingliang%2C+China&title=Special:MediaSearch&type=image,Bamwor Global Cities Public,TRUE
402,Lome,City / administrative seat,Togo,TG,TGO,Africa,Maritime,6.128740,1.221540,Africa/Lome,"2,188,376",Bamwor,"2,188,376","837,437",,1–4.999 million,National capital,"2,800.00","27,115,000,000.00",https://www.openstreetmap.org/?mlat=6.128740&mlon=1.221540#map=10/6.128740/1.221540,https://en.wikipedia.org/w/index.php?search=Lome%2C+Togo,https://commons.wikimedia.org/w/index.php?search=Lome%2C+Togo&title=Special:MediaSearch&type=image,Bamwor Global Cities Public,FALSE
403,Quzhou,City / populated place,China,CN,CHN,East and Southeast Asia,Zhejiang,28.959440,118.868610,Asia/Shanghai,"2,185,000",SimpleMaps,"902,767","2,185,000",,1–4.999 million,Not classified as capital,"23,800.00","33,598,000,000,000.00",https://www.openstreetmap.org/?mlat=28.959440&mlon=118.868610#map=10/28.959440/118.868610,https://en.wikipedia.org/w/index.php?search=Quzhou%2C+China,https://commons.wikimedia.org/w/index.php?search=Quzhou%2C+China&title=Special:MediaSearch&type=image,Bamwor Global Cities Public,FALSE
404,Baku,City / administrative seat,Azerbaijan,AZ,AZE,Middle East,Baki,40.377670,49.892010,Asia/Baku,"2,181,800",SimpleMaps,"1,116,513","2,181,800",,1–4.999 million,National capital,"22,100.00","225,198,000,000.00",https://www.openstreetmap.org/?mlat=40.377670&mlon=49.892010#map=10/40.377670/49.892010,https://en.wikipedia.org/w/index.php?search=Baku%2C+Azerbaijan,https://commons.wikimedia.org/w/index.php?search=Baku%2C+Azerbaijan&title=Special:MediaSearch&type=image,Bamwor Global Cities Public,FALSE
